date,state,fips,cases,deaths
2021-12-17,Vermont,50,57809,451
2021-12-17,Virgin Islands,78,7640,88
2021-12-17,Virginia,51,1013390,15083
2021-12-17,Washington,53,803098,9725
2021-12-17,West Virginia,54,312692,5164
2021-12-17,Wisconsin,55,1054307,10667
2021-12-17,Wyoming,56,113584,1502
2021-12-18,Alabama,1,857292,16353
2021-12-18,Alaska,2,153629,922
2021-12-18,American Samoa,60,10,0
2021-12-18,Arizona,4,1334061,23516
2021-12-18,Arkansas,5,543242,8942
2021-12-18,California,6,5205345,75917
2021-12-18,Colorado,8,871311,10056
2021-12-18,Connecticut,9,455566,9002
2021-12-18,Delaware,10,164923,2242
2021-12-18,District of Columbia,11,71219,1206
2021-12-18,Florida,12,3748148,62220
2021-12-18,Georgia,13,1657350,29862
2021-12-18,Guam,66,20326,271
2021-12-18,Hawaii,15,88717,1067
2021-12-18,Idaho,16,313994,4068
2021-12-18,Illinois,17,1949484,30202
2021-12-18,Indiana,18,1185226,18385
2021-12-18,Iowa,19,557029,7680
2021-12-18,Kansas,20,498771,6937
2021-12-18,Kentucky,21,830282,11805
2021-12-18,Louisiana,22,780668,14924
2021-12-18,Maine,23,136400,1441
2021-12-18,Maryland,24,592912,11255
2021-12-18,Massachusetts,25,1005470,19829
2021-12-18,Michigan,26,1611085,27705
2021-12-18,Minnesota,27,979407,10235
2021-12-18,Mississippi,28,522455,10354
2021-12-18,Missouri,29,974702,15879
2021-12-18,Montana,30,194970,2878
2021-12-18,Nebraska,31,326431,3293
2021-12-18,Nevada,32,483286,8278
2021-12-18,New Hampshire,33,183056,1836
2021-12-18,New Jersey,34,1338372,28708
2021-12-18,New Mexico,35,336790,5579
2021-12-18,New York,36,2928229,58037
2021-12-18,North Carolina,37,1589442,19131
2021-12-18,North Dakota,38,169204,2023
2021-12-18,Northern Mariana Islands,69,2375,7
2021-12-18,Ohio,39,1839501,28028
2021-12-18,Oklahoma,40,685906,11435
2021-12-18,Oregon,41,405292,5531
2021-12-18,Pennsylvania,42,1883028,35378
2021-12-18,Puerto Rico,72,226735,3284
2021-12-18,Rhode Island,44,208753,2992
2021-12-18,South Carolina,45,936207,14461
2021-12-18,South Dakota,46,173655,2433
2021-12-18,Tennessee,47,1318411,17828
2021-12-18,Texas,48,4418022,75371
2021-12-18,Utah,49,617840,3704
2021-12-18,Vermont,50,58247,452
2021-12-18,Virgin Islands,78,7640,88
2021-12-18,Virginia,51,1013390,15083
2021-12-18,Washington,53,803098,9725
2021-12-18,West Virginia,54,313890,5164
2021-12-18,Wisconsin,55,1054307,10667
2021-12-18,Wyoming,56,113584,1502
2021-12-19,Alabama,1,857844,16353
2021-12-19,Alaska,2,153629,922
2021-12-19,American Samoa,60,10,0
2021-12-19,Arizona,4,1336806,23519
2021-12-19,Arkansas,5,543648,8956
2021-12-19,California,6,5208847,75927
2021-12-19,Colorado,8,871986,10075
2021-12-19,Connecticut,9,455566,9002
2021-12-19,Delaware,10,165621,2242
2021-12-19,District of Columbia,11,71219,1206
2021-12-19,Florida,12,3748148,62220
2021-12-19,Georgia,13,1657350,29862
2021-12-19,Guam,66,20341,271
2021-12-19,Hawaii,15,89675,1069
2021-12-19,Idaho,16,313994,4068
2021-12-19,Illinois,17,1949484,30202
2021-12-19,Indiana,18,1185226,18385
2021-12-19,Iowa,19,557029,7680
2021-12-19,Kansas,20,498771,6937
2021-12-19,Kentucky,21,830282,11805
2021-12-19,Louisiana,22,780668,14924
2021-12-19,Maine,23,136401,1441
2021-12-19,Maryland,24,592912,11255
2021-12-19,Massachusetts,25,1005470,19829
2021-12-19,Michigan,26,1611085,27705
2021-12-19,Minnesota,27,979407,10235
2021-12-19,Mississippi,28,522455,10354
2021-12-19,Missouri,29,976201,15880
2021-12-19,Montana,30,194970,2878
2021-12-19,Nebraska,31,326431,3298
2021-12-19,Nevada,32,483286,8278
2021-12-19,New Hampshire,33,183056,1836
2021-12-19,New Jersey,34,1345717,28714
2021-12-19,New Mexico,35,336790,5579
2021-12-19,New York,36,2956489,58097
2021-12-19,North Carolina,37,1589442,19131
2021-12-19,North Dakota,38,169478,2023
2021-12-19,Northern Mariana Islands,69,2422,8
2021-12-19,Ohio,39,1847140,28028
2021-12-19,Oklahoma,40,685906,11435
2021-12-19,Oregon,41,405292,5531
2021-12-19,Pennsylvania,42,1890259,35398
2021-12-19,Puerto Rico,72,229482,3285
2021-12-19,Rhode Island,44,208753,2992
2021-12-19,South Carolina,45,936207,14461
2021-12-19,South Dakota,46,173655,2433
2021-12-19,Tennessee,47,1318411,17828
2021-12-19,Texas,48,4424558,75392
2021-12-19,Utah,49,617840,3704
2021-12-19,Vermont,50,58695,452
2021-12-19,Virgin Islands,78,7640,88
2021-12-19,Virginia,51,1013390,15083
2021-12-19,Washington,53,803098,9725
2021-12-19,West Virginia,54,314791,5164
2021-12-19,Wisconsin,55,1054307,10667
2021-12-19,Wyoming,56,113584,1502
2021-12-20,Alabama,1,858396,16353
2021-12-20,Alaska,2,154047,922
2021-12-20,American Samoa,60,11,0
2021-12-20,Arizona,4,1338982,23519
2021-12-20,Arkansas,5,544082,8982
2021-12-20,California,6,5227931,76014
2021-12-20,Colorado,8,875609,10115
2021-12-20,Connecticut,9,461775,9042
2021-12-20,Delaware,10,166292,2242
2021-12-20,District of Columbia,11,74982,1207
2021-12-20,Florida,12,3766552,62264
2021-12-20,Georgia,13,1666098,29905
2021-12-20,Guam,66,20359,271
2021-12-20,Hawaii,15,90510,1069
2021-12-20,Idaho,16,314521,4068
2021-12-20,Illinois,17,1980527,30330
2021-12-20,Indiana,18,1196127,18489
2021-12-20,Iowa,19,557029,7680
2021-12-20,Kansas,20,501332,6944
2021-12-20,Kentucky,21,835531,11883
2021-12-20,Louisiana,22,783604,14934
2021-12-20,Maine,23,136401,1441
2021-12-20,Maryland,24,621453,11255
2021-12-20,Massachusetts,25,1019682,19865
2021-12-20,Michigan,26,1626271,27867
2021-12-20,Minnesota,27,982788,10280
2021-12-20,Mississippi,28,523889,10364
2021-12-20,Missouri,29,978761,15880
2021-12-20,Montana,30,195133,2879
2021-12-20,Nebraska,31,327858,3298
2021-12-20,Nevada,32,485401,8311
2021-12-20,New Hampshire,33,186678,1843
2021-12-20,New Jersey,34,1352812,28730
2021-12-20,New Mexico,35,339894,5616
2021-12-20,New York,36,2976928,58147
2021-12-20,North Carolina,37,1599678,19177
2021-12-20,North Dakota,38,169588,2023
2021-12-20,Northern Mariana Islands,69,2506,8
2021-12-20,Ohio,39,1855222,28028
2021-12-20,Oklahoma,40,689236,11435
2021-12-20,Oregon,41,407153,5534
2021-12-20,Pennsylvania,42,1894514,35418
2021-12-20,Puerto Rico,72,231916,3286
2021-12-20,Rhode Island,44,212715,2998
2021-12-20,South Carolina,45,940135,14498
2021-12-20,South Dakota,46,174021,2438
2021-12-20,Tennessee,47,1323962,17894
2021-12-20,Texas,48,4435127,75414
2021-12-20,Utah,49,620342,3717
2021-12-20,Vermont,50,58935,455
2021-12-20,Virgin Islands,78,7681,88
2021-12-20,Virginia,51,1023698,15136
2021-12-20,Washington,53,808383,9741
2021-12-20,West Virginia,54,315571,5191
2021-12-20,Wisconsin,55,1061673,10763
2021-12-20,Wyoming,56,113762,1502
2021-12-21,Alabama,1,859650,16368
2021-12-21,Alaska,2,154047,922
2021-12-21,American Samoa,60,11,0
2021-12-21,Arizona,4,1341377,23742
2021-12-21,Arkansas,5,545037,8997
2021-12-21,California,6,5238811,76078
2021-12-21,Colorado,8,878723,10184
2021-12-21,Connecticut,9,467775,9076
2021-12-21,Delaware,10,166820,2249
2021-12-21,District of Columbia,11,76137,1207
2021-12-21,Florida,12,3779467,62264
2021-12-21,Georgia,13,1671406,29943
2021-12-21,Guam,66,20359,271
2021-12-21,Hawaii,15,91202,1069
2021-12-21,Idaho,16,314943,4082
2021-12-21,Illinois,17,1990581,30401
2021-12-21,Indiana,18,1199840,18608
2021-12-21,Iowa,19,560351,7680
2021-12-21,Kansas,20,501444,6944
2021-12-21,Kentucky,21,838129,11925
2021-12-21,Louisiana,22,785333,14937
2021-12-21,Maine,23,137959,1463
2021-12-21,Maryland,24,627671,11255
2021-12-21,Massachusetts,25,1026129,19927
2021-12-21,Michigan,26,1626271,27867
2021-12-21,Minnesota,27,990171,10321
2021-12-21,Mississippi,28,524629,10387
2021-12-21,Missouri,29,981776,15986
2021-12-21,Montana,30,195376,2890
2021-12-21,Nebraska,31,328912,3302
2021-12-21,Nevada,32,486671,8339
2021-12-21,New Hampshire,33,187340,1868
2021-12-21,New Jersey,34,1361306,28762
2021-12-21,New Mexico,35,340604,5664
2021-12-21,New York,36,3003384,58221
2021-12-21,North Carolina,37,1602578,19193
2021-12-21,North Dakota,38,170031,2033
2021-12-21,Northern Mariana Islands,69,2580,8
2021-12-21,Ohio,39,1867724,28277
2021-12-21,Oklahoma,40,689800,11435
2021-12-21,Oregon,41,408069,5559
2021-12-21,Pennsylvania,42,1904121,35615
2021-12-21,Puerto Rico,72,232765,3287
2021-12-21,Rhode Island,44,213730,3006
2021-12-21,South Carolina,45,941029,14512
2021-12-21,South Dakota,46,174783,2449
2021-12-21,Tennessee,47,1326790,17985
2021-12-21,Texas,48,4446330,75472
2021-12-21,Utah,49,621157,3738
2021-12-21,Vermont,50,59175,455
2021-12-21,Virgin Islands,78,7681,88
2021-12-21,Virginia,51,1028135,15174
2021-12-21,Washington,53,810347,9767
2021-12-21,West Virginia,54,316391,5211
2021-12-21,Wisconsin,55,1066771,10852
2021-12-21,Wyoming,56,113906,1526
2021-12-22,Alabama,1,861110,16380
2021-12-22,Alaska,2,154269,952
2021-12-22,American Samoa,60,11,0
2021-12-22,Arizona,4,1344183,23816
2021-12-22,Arkansas,5,545934,9007
2021-12-22,California,6,5251204,76151
2021-12-22,Colorado,8,882265,10243
2021-12-22,Connecticut,9,471141,9078
2021-12-22,Delaware,10,167493,2249
2021-12-22,District of Columbia,11,77661,1207
2021-12-22,Florida,12,3799661,62264
2021-12-22,Georgia,13,1678916,29985
2021-12-22,Guam,66,20383,271
2021-12-22,Hawaii,15,92157,1071
2021-12-22,Idaho,16,315300,4097
2021-12-22,Illinois,17,2007134,30482
2021-12-22,Indiana,18,1204621,18696
2021-12-22,Iowa,19,563955,7799
2021-12-22,Kansas,20,506474,6978
2021-12-22,Kentucky,21,841006,11961
2021-12-22,Louisiana,22,787538,14945
2021-12-22,Maine,23,139421,1468
2021-12-22,Maryland,24,631743,11255
2021-12-22,Massachusetts,25,1034731,19963
2021-12-22,Michigan,26,1642383,28310
2021-12-22,Minnesota,27,992975,10378
2021-12-22,Mississippi,28,525502,10393
2021-12-22,Missouri,29,985700,16010
2021-12-22,Montana,30,195629,2891
2021-12-22,Nebraska,31,330181,3307
2021-12-22,Nevada,32,487836,8354
2021-12-22,New Hampshire,33,188644,1875
2021-12-22,New Jersey,34,1373212,28790
2021-12-22,New Mexico,35,341509,5703
2021-12-22,New York,36,3031844,58292
2021-12-22,North Carolina,37,1607774,19243
2021-12-22,North Dakota,38,170414,2036
2021-12-22,Northern Mariana Islands,69,2641,8
2021-12-22,Ohio,39,1880588,28277
2021-12-22,Oklahoma,40,691282,11503
2021-12-22,Oregon,41,409232,5590
2021-12-22,Pennsylvania,42,1913959,35783
2021-12-22,Puerto Rico,72,235931,3287
2021-12-22,Rhode Island,44,215541,3015
2021-12-22,South Carolina,45,942359,14528
2021-12-22,South Dakota,46,175249,2450
2021-12-22,Tennessee,47,1330308,18053
2021-12-22,Texas,48,4457526,75553
2021-12-22,Utah,49,622564,3749
2021-12-22,Vermont,50,59826,458
2021-12-22,Virgin Islands,78,7763,88
2021-12-22,Virginia,51,1034107,15224
2021-12-22,Washington,53,812338,9799
2021-12-22,West Virginia,54,317540,5242
2021-12-22,Wisconsin,55,1072497,10894
2021-12-22,Wyoming,56,114062,1526
2021-12-23,Alabama,1,863170,16402
2021-12-23,Alaska,2,154269,952
2021-12-23,American Samoa,60,11,0
2021-12-23,Arizona,4,1347405,23841
2021-12-23,Arkansas,5,547248,9020
2021-12-23,California,6,5271267,76249
2021-12-23,Colorado,8,884707,10257
2021-12-23,Connecticut,9,474557,9077
2021-12-23,Delaware,10,168631,2255
2021-12-23,District of Columbia,11,79565,1207
2021-12-23,Florida,12,3832530,62347
2021-12-23,Georgia,13,1688793,30024
2021-12-23,Guam,66,20396,271
2021-12-23,Hawaii,15,93646,1074
2021-12-23,Idaho,16,315786,4102
2021-12-23,Illinois,17,2025804,30566
2021-12-23,Indiana,18,1204621,18696
2021-12-23,Iowa,19,563955,7799
2021-12-23,Kansas,20,506500,6979
2021-12-23,Kentucky,21,841060,11964
2021-12-23,Louisiana,22,790373,14953
2021-12-23,Maine,23,140536,1472
2021-12-23,Maryland,24,638612,11255
2021-12-23,Massachusetts,25,1044522,20011
2021-12-23,Michigan,26,1642383,28310
2021-12-23,Minnesota,27,996358,10440
2021-12-23,Mississippi,28,525502,10393
2021-12-23,Missouri,29,991117,16022
2021-12-23,Montana,30,195881,2896
2021-12-23,Nebraska,31,331081,3317
2021-12-23,Nevada,32,489279,8364
2021-12-23,New Hampshire,33,189987,1877
2021-12-23,New Jersey,34,1391334,28822
2021-12-23,New Mexico,35,342649,5747
2021-12-23,New York,36,3065699,58373
2021-12-23,North Carolina,37,1607774,19243
2021-12-23,North Dakota,38,170828,2038
2021-12-23,Northern Mariana Islands,69,2737,8
2021-12-23,Ohio,39,1896577,28277
2021-12-23,Oklahoma,40,693199,11503
2021-12-23,Oregon,41,410565,5598
2021-12-23,Pennsylvania,42,1924507,35960
2021-12-23,Puerto Rico,72,241643,3288
2021-12-23,Rhode Island,44,217228,3018
2021-12-23,South Carolina,45,944574,14550
2021-12-23,South Dakota,46,175677,2456
2021-12-23,Tennessee,47,1336088,20181
2021-12-23,Texas,48,4469774,75635
2021-12-23,Utah,49,623853,3754
2021-12-23,Vermont,50,60265,460
2021-12-23,Virgin Islands,78,7763,88
2021-12-23,Virginia,51,1040580,15257
2021-12-23,Washington,53,817678,9828
2021-12-23,West Virginia,54,319035,5251
2021-12-23,Wisconsin,55,1078621,10958
2021-12-23,Wyoming,56,114242,1526
2021-12-24,Alabama,1,865636,16418
2021-12-24,Alaska,2,154269,952
2021-12-24,American Samoa,60,11,0
2021-12-24,Arizona,4,1351213,23913
2021-12-24,Arkansas,5,548967,9044
2021-12-24,California,6,5291605,76317
2021-12-24,Colorado,8,889465,10277
2021-12-24,Connecticut,9,474557,9077
2021-12-24,Delaware,10,170009,2271
2021-12-24,District of Columbia,11,79565,1207
2021-12-24,Florida,12,3864213,62347
2021-12-24,Georgia,13,1698099,30061
2021-12-24,Guam,66,20396,271
2021-12-24,Hawaii,15,95454,1075
2021-12-24,Idaho,16,315786,4102
2021-12-24,Illinois,17,2025804,30566
2021-12-24,Indiana,18,1204621,18696
2021-12-24,Iowa,19,563955,7799
2021-12-24,Kansas,20,506519,6979
2021-12-24,Kentucky,21,841060,11964
2021-12-24,Louisiana,22,790373,14953
2021-12-24,Maine,23,141780,1475
2021-12-24,Maryland,24,638612,11255
2021-12-24,Massachusetts,25,1055519,20050
2021-12-24,Michigan,26,1642383,28310
2021-12-24,Minnesota,27,996358,10440
2021-12-24,Mississippi,28,525502,10393
2021-12-24,Missouri,29,991121,16022
2021-12-24,Montana,30,195881,2896
2021-12-24,Nebraska,31,331081,3317
2021-12-24,Nevada,32,489279,8364
2021-12-24,New Hampshire,33,189987,1877
2021-12-24,New Jersey,34,1410275,28848
2021-12-24,New Mexico,35,342649,5747
2021-12-24,New York,36,3098290,58422
2021-12-24,North Carolina,37,1607774,19243
2021-12-24,North Dakota,38,171237,2040
2021-12-24,Northern Mariana Islands,69,2737,8
2021-12-24,Ohio,39,1910991,28720
2021-12-24,Oklahoma,40,694210,11503
2021-12-24,Oregon,41,410565,5598
2021-12-24,Pennsylvania,42,1937793,36050
2021-12-24,Puerto Rico,72,241643,3288
2021-12-24,Rhode Island,44,217228,3018
2021-12-24,South Carolina,45,944574,14550
2021-12-24,South Dakota,46,175677,2456
2021-12-24,Tennessee,47,1336088,20181
2021-12-24,Texas,48,4469813,75635
2021-12-24,Utah,49,623853,3754
2021-12-24,Vermont,50,60265,460
2021-12-24,Virgin Islands,78,7763,88
2021-12-24,Virginia,51,1049336,15294
2021-12-24,Washington,53,817678,9828
2021-12-24,West Virginia,54,319035,5251
2021-12-24,Wisconsin,55,1083571,11017
2021-12-24,Wyoming,56,114242,1526
2021-12-25,Alabama,1,868085,16418
2021-12-25,Alaska,2,154269,952
2021-12-25,American Samoa,60,11,0
2021-12-25,Arizona,4,1354708,23983
2021-12-25,Arkansas,5,549991,9058
2021-12-25,California,6,5291605,76319
2021-12-25,Colorado,8,890682,10277
2021-12-25,Connecticut,9,474557,9077
2021-12-25,Delaware,10,171563,2271
2021-12-25,District of Columbia,11,79565,1207
2021-12-25,Florida,12,3864213,62347
2021-12-25,Georgia,13,1698099,30061
2021-12-25,Guam,66,20396,271
2021-12-25,Hawaii,15,97022,1079
2021-12-25,Idaho,16,315786,4102
2021-12-25,Illinois,17,2025804,30566
2021-12-25,Indiana,18,1204621,18696
2021-12-25,Iowa,19,563955,7799
2021-12-25,Kansas,20,506519,6979
2021-12-25,Kentucky,21,841343,11964
2021-12-25,Louisiana,22,790373,14953
2021-12-25,Maine,23,141780,1475
2021-12-25,Maryland,24,638612,11255
2021-12-25,Massachusetts,25,1055519,20050
2021-12-25,Michigan,26,1642383,28310
2021-12-25,Minnesota,27,996358,10440
2021-12-25,Mississippi,28,525502,10393
2021-12-25,Missouri,29,991121,16022
2021-12-25,Montana,30,195881,2896
2021-12-25,Nebraska,31,331081,3317
2021-12-25,Nevada,32,489279,8364
2021-12-25,New Hampshire,33,189987,1877
2021-12-25,New Jersey,34,1429756,28854
2021-12-25,New Mexico,35,342649,5747
2021-12-25,New York,36,3098290,58422
2021-12-25,North Carolina,37,1607774,19243
2021-12-25,North Dakota,38,171404,2040
2021-12-25,Northern Mariana Islands,69,2737,8
2021-12-25,Ohio,39,1910991,28720
2021-12-25,Oklahoma,40,694210,11503
2021-12-25,Oregon,41,410565,5598
2021-12-25,Pennsylvania,42,1947649,36050
2021-12-25,Puerto Rico,72,258897,3291
2021-12-25,Rhode Island,44,217228,3018
2021-12-25,South Carolina,45,944574,14550
2021-12-25,South Dakota,46,175677,2456
2021-12-25,Tennessee,47,1336088,20181
2021-12-25,Texas,48,4469813,75635
2021-12-25,Utah,49,623853,3754
2021-12-25,Vermont,50,60265,460
2021-12-25,Virgin Islands,78,7763,88
2021-12-25,Virginia,51,1049336,15294
2021-12-25,Washington,53,817678,9828
2021-12-25,West Virginia,54,319035,5251
2021-12-25,Wisconsin,55,1083571,11017
2021-12-25,Wyoming,56,114242,1526
2021-12-26,Alabama,1,868948,16418
2021-12-26,Alaska,2,154269,952
2021-12-26,American Samoa,60,11,0
2021-12-26,Arizona,4,1355052,23982
2021-12-26,Arkansas,5,550413,9066
2021-12-26,California,6,5312399,76332
2021-12-26,Colorado,8,892109,10282
2021-12-26,Connecticut,9,474557,9077
2021-12-26,Delaware,10,172827,2271
2021-12-26,District of Columbia,11,79565,1207
2021-12-26,Florida,12,3864213,62347
2021-12-26,Georgia,13,1698099,30061
2021-12-26,Guam,66,20396,271
2021-12-26,Hawaii,15,99199,1079
2021-12-26,Idaho,16,315786,4102
2021-12-26,Illinois,17,2025804,30566
2021-12-26,Indiana,18,1204621,18696
2021-12-26,Iowa,19,563955,7799
2021-12-26,Kansas,20,506519,6979
2021-12-26,Kentucky,21,841727,11964
2021-12-26,Louisiana,22,790373,14953
2021-12-26,Maine,23,141780,1475
2021-12-26,Maryland,24,663647,11255
2021-12-26,Massachusetts,25,1055519,20050
2021-12-26,Michigan,26,1642383,28310
2021-12-26,Minnesota,27,996358,10440
2021-12-26,Mississippi,28,525502,10393
2021-12-26,Missouri,29,993359,16026
2021-12-26,Montana,30,195881,2896
2021-12-26,Nebraska,31,331081,3317
2021-12-26,Nevada,32,489279,8364
2021-12-26,New Hampshire,33,189987,1877
2021-12-26,New Jersey,34,1443915,28861
2021-12-26,New Mexico,35,342649,5747
2021-12-26,New York,36,3184452,58465
2021-12-26,North Carolina,37,1607774,19243
2021-12-26,North Dakota,38,171473,2040
2021-12-26,Northern Mariana Islands,69,2737,8
2021-12-26,Ohio,39,1931908,28720
2021-12-26,Oklahoma,40,694210,11503
2021-12-26,Oregon,41,410565,5598
2021-12-26,Pennsylvania,42,1954488,36050
2021-12-26,Puerto Rico,72,265517,3291
2021-12-26,Rhode Island,44,217228,3018
2021-12-26,South Carolina,45,944574,14550
2021-12-26,South Dakota,46,175677,2456
2021-12-26,Tennessee,47,1336088,20181
2021-12-26,Texas,48,4469813,75635
2021-12-26,Utah,49,623853,3754
2021-12-26,Vermont,50,60265,460
2021-12-26,Virgin Islands,78,7763,88
2021-12-26,Virginia,51,1049336,15294
2021-12-26,Washington,53,817678,9828
2021-12-26,West Virginia,54,319035,5251
2021-12-26,Wisconsin,55,1083571,11017
2021-12-26,Wyoming,56,114242,1526
2021-12-27,Alabama,1,870627,16418
2021-12-27,Alaska,2,155145,952
2021-12-27,American Samoa,60,11,0
2021-12-27,Arizona,4,1362693,23982
2021-12-27,Arkansas,5,551394,9081
2021-12-27,California,6,5329067,76368
2021-12-27,Colorado,8,901581,10285
2021-12-27,Connecticut,9,489211,9103
2021-12-27,Delaware,10,173258,2271
2021-12-27,District of Columbia,11,88765,1209
2021-12-27,Florida,12,3936170,62389
2021-12-27,Georgia,13,1723010,30097
2021-12-27,Guam,66,20427,271
2021-12-27,Hawaii,15,100559,1079
2021-12-27,Idaho,16,316777,4136
2021-12-27,Illinois,17,2081402,30747
2021-12-27,Indiana,18,1225001,18760
2021-12-27,Iowa,19,567997,7799
2021-12-27,Kansas,20,512939,6990
2021-12-27,Kentucky,21,850549,12105
2021-12-27,Louisiana,22,802537,14970
2021-12-27,Maine,23,141790,1475
2021-12-27,Maryland,24,669023,11255
2021-12-27,Massachusetts,25,1069310,20075
2021-12-27,Michigan,26,1677313,28609
2021-12-27,Minnesota,27,1000495,10493
2021-12-27,Mississippi,28,532560,10398
2021-12-27,Missouri,29,1001530,16034
2021-12-27,Montana,30,196260,2900
2021-12-27,Nebraska,31,331081,3327
2021-12-27,Nevada,32,493378,8367
2021-12-27,New Hampshire,33,194470,1907
2021-12-27,New Jersey,34,1453647,28869
2021-12-27,New Mexico,35,345663,5776
2021-12-27,New York,36,3214893,58604
2021-12-27,North Carolina,37,1607774,19243
2021-12-27,North Dakota,38,171590,2040
2021-12-27,Northern Mariana Islands,69,2963,11
2021-12-27,Ohio,39,1940000,28720
2021-12-27,Oklahoma,40,697590,11503
2021-12-27,Oregon,41,414140,5623
2021-12-27,Pennsylvania,42,1965567,36069
2021-12-27,Puerto Rico,72,266879,3291
2021-12-27,Rhode Island,44,217228,3018
2021-12-27,South Carolina,45,944574,14550
2021-12-27,South Dakota,46,176186,2469
2021-12-27,Tennessee,47,1350632,20400
2021-12-27,Texas,48,4523360,75796
2021-12-27,Utah,49,628461,3770
2021-12-27,Vermont,50,61735,461
2021-12-27,Virgin Islands,78,8213,88
2021-12-27,Virginia,51,1067849,15319
2021-12-27,Washington,53,836463,9847
2021-12-27,West Virginia,54,322485,5260
2021-12-27,Wisconsin,55,1089123,11029
2021-12-27,Wyoming,56,114624,1526
2021-12-28,Alabama,1,874332,16436
2021-12-28,Alaska,2,155145,952
2021-12-28,American Samoa,60,11,0
2021-12-28,Arizona,4,1364669,24144
2021-12-28,Arkansas,5,553808,9097
2021-12-28,California,6,5378451,76453
2021-12-28,Colorado,8,906318,10360
2021-12-28,Connecticut,9,494964,9156
2021-12-28,Delaware,10,173824,2276
2021-12-28,District of Columbia,11,90633,1209
2021-12-28,Florida,12,3965229,62390
2021-12-28,Georgia,13,1735235,30144
2021-12-28,Guam,66,20427,271
2021-12-28,Hawaii,15,101371,1079
2021-12-28,Idaho,16,317796,4154
2021-12-28,Illinois,17,2102953,30851
2021-12-28,Indiana,18,1230711,18930
2021-12-28,Iowa,19,570470,7799
2021-12-28,Kansas,20,512964,6992
2021-12-28,Kentucky,21,855418,12131
2021-12-28,Louisiana,22,806850,14978
2021-12-28,Maine,23,143213,1492
2021-12-28,Maryland,24,675599,11672
2021-12-28,Massachusetts,25,1079660,20138
2021-12-28,Michigan,26,1677313,28609
2021-12-28,Minnesota,27,1010359,10533
2021-12-28,Mississippi,28,535258,10420
2021-12-28,Missouri,29,1007268,16188
2021-12-28,Montana,30,196510,2905
2021-12-28,Nebraska,31,334716,3331
2021-12-28,Nevada,32,495183,8392
2021-12-28,New Hampshire,33,195004,1935
2021-12-28,New Jersey,34,1468881,28917
2021-12-28,New Mexico,35,346461,5798
2021-12-28,New York,36,3263729,58650
2021-12-28,North Carolina,37,1640163,19318
2021-12-28,North Dakota,38,172011,2047
2021-12-28,Northern Mariana Islands,69,2963,11
2021-12-28,Ohio,39,1955403,28780
2021-12-28,Oklahoma,40,700033,11503
2021-12-28,Oregon,41,416020,5631
2021-12-28,Pennsylvania,42,1979510,36200
2021-12-28,Puerto Rico,72,268595,3292
2021-12-28,Rhode Island,44,223985,3046
2021-12-28,South Carolina,45,944574,14550
2021-12-28,South Dakota,46,177451,2468
2021-12-28,Tennessee,47,1356783,20525
2021-12-28,Texas,48,4538771,75877
2021-12-28,Utah,49,630277,3774
2021-12-28,Vermont,50,62143,465
2021-12-28,Virgin Islands,78,8477,88
2021-12-28,Virginia,51,1075288,15504
2021-12-28,Washington,53,840928,9872
2021-12-28,West Virginia,54,323538,5288
2021-12-28,Wisconsin,55,1096118,11083
2021-12-28,Wyoming,56,114917,1526
2021-12-29,Alabama,1,880307,16454
2021-12-29,Alaska,2,156130,954
2021-12-29,American Samoa,60,11,0
2021-12-29,Arizona,4,1368080,24171
2021-12-29,Arkansas,5,557551,9113
2021-12-29,California,6,5408613,76548
2021-12-29,Colorado,8,914934,10411
2021-12-29,Connecticut,9,502484,9161
2021-12-29,Delaware,10,174909,2283
2021-12-29,District of Columbia,11,92045,1210
2021-12-29,Florida,12,4012152,62390
2021-12-29,Georgia,13,1753110,30199
2021-12-29,Guam,66,20470,271
2021-12-29,Hawaii,15,102925,1082
2021-12-29,Idaho,16,318520,4162
2021-12-29,Illinois,17,2123922,30908
2021-12-29,Indiana,18,1238628,18989
2021-12-29,Iowa,19,575501,7858
2021-12-29,Kansas,20,520327,7028
2021-12-29,Kentucky,21,861068,12149
2021-12-29,Louisiana,22,816228,14984
2021-12-29,Maine,23,144538,1510
2021-12-29,Maryland,24,686473,11703
2021-12-29,Massachusetts,25,1095825,20183
2021-12-29,Michigan,26,1706355,28984
2021-12-29,Minnesota,27,1015569,10602
2021-12-29,Mississippi,28,538852,10439
2021-12-29,Missouri,29,1014068,16205
2021-12-29,Montana,30,197294,2906
2021-12-29,Nebraska,31,336426,3336
2021-12-29,Nevada,32,497964,8407
2021-12-29,New Hampshire,33,196656,1950
2021-12-29,New Jersey,34,1495354,28967
2021-12-29,New Mexico,35,347831,5831
2021-12-29,New York,36,3324088,58820
2021-12-29,North Carolina,37,1649264,19349
2021-12-29,North Dakota,38,172652,2050
2021-12-29,Northern Mariana Islands,69,3085,13
2021-12-29,Ohio,39,1975723,28780
2021-12-29,Oklahoma,40,700798,11552
2021-12-29,Oregon,41,418333,5640
2021-12-29,Pennsylvania,42,1996240,36504
2021-12-29,Puerto Rico,72,276798,3295
2021-12-29,Rhode Island,44,227178,3062
2021-12-29,South Carolina,45,960195,14610
2021-12-29,South Dakota,46,178395,2474
2021-12-29,Tennessee,47,1366380,20562
2021-12-29,Texas,48,4554307,75955
2021-12-29,Utah,49,633581,3781
2021-12-29,Vermont,50,63076,468
